position,rank,player_id,player_name,player_disp,posteam,defteam,start_pct,boom_pct,disp_vol,report_status,p_start_recal,p_boom_recal,pred_vol
QB,1,00-0034857,Josh Allen,Josh Allen,BUF,LAC,67,40,38,NA,0.6653334152431906,0.4008688057501995,6.073178502807356
QB,2,00-0034796,Lamar Jackson,Lamar Jackson,BAL,DAL,52,26,36,NA,0.5245446662481663,0.2611431612774278,3.195082987284453
QB,3,00-0037834,Brock Purdy,Brock Purdy,SF,ARI,51,28,34,NA,0.5063416310175413,0.28051988132431893,3.320963980376249
QB,4,00-0033873,Patrick Mahomes,Patrick Mahomes,KC,MIA,50,27,38,NA,0.5025952786580721,0.2745518220829062,2.717487083299503
QB,5,00-0033106,Jared Goff,Jared Goff,DET,NYJ,42,26,38,NA,0.4235424856782617,0.2556882860141571,1.4779160094291
QB,6,00-0033077,Dak Prescott,Dak Prescott,DAL,BAL,41,19,36,NA,0.414943440094382,0.19355938773334191,3.0172866111088945
QB,7,00-0040743,Tyler Shough,Tyler Shough,NO,LV,38,24,40,NA,0.3766043292109936,0.23984648466271613,4.397775021344569
QB,8,00-0036389,Jalen Hurts,Jalen Hurts,PHI,CHI,37,23,38,NA,0.3738881158979601,0.23441036596594084,4.899180472190453
QB,9,00-0036355,Justin Herbert,Justin Herbert,LAC,BUF,36,15,36,NA,0.3647924377532856,0.15254737116978614,4.248823615035765
QB,10,00-0036264,Jordan Love,Jordan Love,GB,ATL,33,21,38,NA,0.3346712332350638,0.2137009117026421,1.7494799710092406
QB,11,00-0036971,Trevor Lawrence,Trevor Lawrence,JAX,NE,32,15,34,NA,0.3190405691415173,0.14768961760966004,2.7465401955844326
QB,12,00-0039163,C.J. Stroud,C.J. Stroud,HOU,IND,29,18,39,NA,0.29417897491675554,0.1808273463115386,2.8419787880978284
QB,13,00-0039732,Bo Nix,Bo Nix,DEN,LA,28,14,36,NA,0.27965973542447675,0.1447776504358488,2.970614679080875
QB,14,00-0039917,Michael Penix Jr.,Michael Penix Jr.,ATL,GB,27,17,34,NA,0.2691509317020153,0.16893692401370447,1.9166976089823884
QB,15,00-0030565,Geno Smith,Geno Smith,NYJ,DET,26,11,36,NA,0.2601225012069159,0.1090407280950304,3.0764338488718983
QB,16,00-0033537,Deshaun Watson,Deshaun Watson,CLE,CAR,26,11,34,NA,0.25915147321860416,0.11384975706899245,4.7482736819290174
QB,17,00-0026498,Matthew Stafford,Matthew Stafford,LA,DEN,25,11,34,NA,0.24712696460065417,0.11433102777429288,1.0970701203605595
QB,18,00-0039851,Drake Maye,Drake Maye,NE,JAX,24,10,37,NA,0.24376227184687843,0.09778399542420008,4.370287989371777
QB,19,00-0036442,Joe Burrow,Joe Burrow,CIN,PIT,24,14,37,NA,0.24302593623803032,0.1384754410790031,1.7755734803470848
QB,20,00-0034855,Baker Mayfield,Baker Mayfield,TB,MIN,24,12,37,NA,0.2408319450335492,0.12493541003113708,3.1686384900453453
QB,21,00-0039150,Bryce Young,Bryce Young,CAR,CLE,23,11,38,NA,0.23101075203075735,0.11384975706899245,2.0716995695401628
QB,22,00-0033119,Jacoby Brissett,Jacoby Brissett,ARI,SF,23,9,35,NA,0.22766246836869317,0.08605612114347229,2.588556829299428
QB,23,00-0035710,Daniel Jones,Daniel Jones,IND,HOU,23,13,36,NA,0.22745349237356335,0.13121595977655293,2.6665655551562346
QB,24,00-0034869,Sam Darnold,Sam Darnold,SEA,WAS,22,8,33,NA,0.22005300863317143,0.08414861782831284,1.5662714985125028
QB,25,00-0035228,Kyler Murray,Kyler Murray,MIN,TB,19,6,33,NA,0.1909185929270094,0.06231082792763581,2.4041130837860547
QB,26,00-0029604,Kirk Cousins,Kirk Cousins,LV,NO,18,8,36,NA,0.1815201215615751,0.08462537318270287,1.164680266596693
QB,27,00-0038128,Malik Willis,Malik Willis,MIA,KC,18,4,34,NA,0.17773288590257655,0.04021811088410216,3.4255818430690814
QB,28,00-0040691,Jaxson Dart,Jaxson Dart,NYG,TEN,17,3,33,NA,0.17335740633987207,0.03100504151162479,4.8481817789191375
QB,29,00-0023459,Aaron Rodgers,Aaron Rodgers,PIT,CIN,16,8,38,NA,0.16092011188178246,0.08414861782831284,1.1133873418194715
QB,30,00-0039918,Caleb Williams,Caleb Williams,CHI,PHI,16,5,37,NA,0.16070963658312604,0.04621595977655292,4.87747665801864
QB,31,00-0040676,Cam Ward,Cam Ward,TEN,NYG,15,7,34,NA,0.1517536309287495,0.06751547910925741,2.6641455225082065
QB,32,00-0036825,Feleipe Franks,Feleipe Franks,CAR,CLE,15,2,32,NA,0.1459965605459928,0.02349724869982543,2.368927336057654
