position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,p_start_recal_preoverride,p_boom_recal_preoverride,override_flag_type,override_confidence,override_reason,kickoff_et,run_ts,as_of,run_mode
QB,00-0034857,Josh Allen,BUF,LAC,2026_03_LAC_BUF,2026,3,NA,NA,20,25,6.073178502807356,8.927368683629183,-4.369218364818913,22.22395573207728,-7.839399573080733,25.6941369403391,0.629,0.4115,0.6653334152431906,0.40086880575019956,platt_vol_vegas,platt,0.6653334152431906,0.40086880575019956,NA,NA,NA,2026-09-27 13:00:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0034796,Lamar Jackson,BAL,DAL,2026_03_BAL_DAL,2026,3,NA,NA,20,25,3.195082987284453,7.687407101286743,-5.609179947161353,20.98399414973484,-9.079361155423173,24.45417535799666,0.483,0.272,0.5245446662481663,0.2611431612774278,platt_vol_vegas,platt,0.5245446662481663,0.2611431612774278,NA,NA,NA,2026-09-27 16:25:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0037834,Brock Purdy,SF,ARI,2026_03_ARI_SF,2026,3,NA,NA,20,25,3.320963980376249,8.678677689703454,-4.617909358744642,21.97526473815155,-8.088090567006462,25.445445946413372,0.5,0.2915,0.5063416310175413,0.28051988132431893,platt_vol_vegas,platt,0.5063416310175413,0.28051988132431893,NA,NA,NA,2026-09-27 16:05:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0033873,Patrick Mahomes,KC,MIA,2026_03_KC_MIA,2026,3,NA,NA,20,25,2.717487083299503,7.385890119537413,-5.910696928910683,20.68247716798551,-9.380878137172504,24.15265837624733,0.4885,0.2855,0.5025952786580721,0.2745518220829062,platt_vol_vegas,platt,0.5025952786580721,0.2745518220829062,NA,NA,NA,2026-09-27 13:00:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0033106,Jared Goff,DET,NYJ,2026_03_NYJ_DET,2026,3,NA,NA,20,25,1.4779160094291,7.472113060599555,-5.824473987848541,20.76870010904765,-9.294655196110362,24.23888131730947,0.4675,0.2665,0.4235424856782617,0.2556882860141571,platt_vol_vegas,platt,0.4235424856782617,0.2556882860141571,NA,NA,NA,2026-09-27 13:00:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0033077,Dak Prescott,DAL,BAL,2026_03_BAL_DAL,2026,3,NA,NA,20,25,3.0172866111088945,5.354066262939341,-7.942520785508755,18.650653311387437,-11.412701993770575,22.120834519649257,0.39,0.2035,0.414943440094382,0.19355938773334194,platt_vol_vegas,platt,0.414943440094382,0.19355938773334194,NA,NA,NA,2026-09-27 16:25:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0040743,Tyler Shough,NO,LV,2026_03_LV_NO,2026,3,NA,NA,20,25,4.397775021344569,3.4151735475266793,-9.881413500921417,16.711760595974773,-13.351594709183237,20.181941804236594,0.441,0.2505,0.37660432921099357,0.23984648466271613,platt_vol_vegas,platt,0.37660432921099357,0.23984648466271613,NA,NA,NA,2026-09-27 16:25:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0036389,Jalen Hurts,PHI,CHI,2026_03_PHI_CHI,2026,3,NA,NA,20,25,4.899180472190453,3.046417324082862,-10.250169724365234,16.343004372530956,-13.720350932627055,19.813185580792776,0.4455,0.245,0.3738881158979601,0.23441036596594084,platt_vol_vegas,platt,0.3738881158979601,0.23441036596594084,NA,NA,NA,2026-09-28 20:15:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0036355,Justin Herbert,LAC,BUF,2026_03_LAC_BUF,2026,3,NA,NA,20,25,4.248823615035765,1.540181830037572,-11.756405218410524,14.836768878485667,-15.226586426672345,18.306950086747488,0.337,0.1615,0.3647924377532856,0.15254737116978614,platt_vol_vegas,platt,0.3647924377532856,0.15254737116978614,NA,NA,NA,2026-09-27 13:00:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
QB,00-0036264,Jordan Love,GB,ATL,2026_03_ATL_GB,2026,3,NA,NA,20,25,1.7494799710092406,5.669243413455403,-7.627343634992693,18.9658304619035,-11.097524843254513,22.43601167016532,0.423,0.224,0.3346712332350638,0.2137009117026421,platt_vol_vegas,platt,0.3346712332350638,0.2137009117026421,NA,NA,NA,2026-09-24 20:15:00,2026-09-22 23:41:12,2026-09-22 23:40:59,live
