position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,kickoff_et,run_ts,as_of,run_mode
QB,00-0036389,Jalen Hurts,PHI,CHI,2025_13_CHI_PHI,2025,13,NA,NA,20,25,7.305637619241469,4.345784925925304,-9.093908605644437,17.785478457495046,-12.534375953349425,21.225945805200034,0.4965,0.271,0.4965,0.25910493567405074,raw,platt,2025-11-28T20:00:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0034857,Josh Allen,BUF,PIT,2025_13_BUF_PIT,2025,13,NA,Full Participation in Practice,20,25,4.905400160000398,5.257511524536832,-8.18218200703291,18.697205056106572,-11.622649354737899,22.13767240381156,0.475,0.267,0.475,0.2550798445491758,raw,platt,2025-11-30T21:25:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0034796,Lamar Jackson,BAL,CIN,2025_13_CIN_BAL,2025,13,NA,Full Participation in Practice,20,25,5.271105213551035,7.124517077616055,-6.315176453953686,20.564210609185796,-9.755643801658675,24.004677956890784,0.463,0.253,0.463,0.24101926736059184,raw,platt,2025-11-28T01:20:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0039732,Bo Nix,DEN,WAS,2025_13_DEN_WAS,2025,13,NA,NA,20,25,4.306103225900639,4.783162505064123,-8.656531026505618,18.222856036633864,-12.096998374210607,21.663323384338852,0.462,0.2575,0.462,0.24553402930927493,raw,platt,2025-12-01T01:20:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0036355,Justin Herbert,LAC,LV,2025_13_LV_LAC,2025,13,NA,NA,20,25,4.1428767863866724,4.258059524023253,-9.181634007546489,17.697753055592994,-12.622101355251477,21.138220403297982,0.4305,0.232,0.4305,0.2200123556395008,raw,platt,2025-11-30T21:25:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0033873,Patrick Mahomes,KC,DAL,2025_13_KC_DAL,2025,13,NA,Full Participation in Practice,20,25,2.558512903000231,4.389264144383926,-9.050429387185815,17.828957675953667,-12.490896734890804,21.269425023658656,0.412,0.217,0.412,0.20507362853752414,raw,platt,2025-11-27T21:30:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0040691,Jaxson Dart,NYG,NE,2025_13_NYG_NE,2025,13,NA,Full Participation in Practice,20,25,6.214817208292497,0.7328222943933473,-12.706871237176394,14.172515825963089,-16.147338584881382,17.612983173668077,0.3855,0.178,0.3855,0.16652125253335137,raw,platt,2025-12-02T01:15:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0039851,Drake Maye,NE,NYG,2025_13_NYG_NE,2025,13,NA,NA,20,25,3.505586264199673,3.089830577996956,-10.349862953572785,16.529524109566697,-13.790330301277773,19.969991457271686,0.3715,0.19,0.3715,0.17833630377563336,raw,platt,2025-12-02T01:15:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0033106,Jared Goff,DET,GB,2025_13_GB_DET,2025,13,NA,NA,20,25,1.356941984105742,4.629701512251714,-8.809992019318027,18.069395043821455,-12.250459367023016,21.509862391526443,0.3595,0.185,0.3595,0.17340800948218504,raw,platt,2025-11-27T18:00:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0035710,Daniel Jones,IND,HOU,2025_13_HOU_IND,2025,13,NA,Full Participation in Practice,20,25,4.693439485157125,0.2329891958277973,-13.206704335741945,13.672682727397538,-16.64717168344693,17.113150075102528,0.3525,0.1715,0.3525,0.16014023962703644,raw,platt,2025-11-30T18:00:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0034869,Sam Darnold,SEA,MIN,2025_13_MIN_SEA,2025,13,NA,NA,20,25,2.1003611888902163,5.302579477164752,-8.13711405440499,18.742273008734493,-11.577581402109978,22.18274035643948,0.3155,0.164,0.3155,0.15279466380237128,raw,platt,2025-11-30T21:05:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
QB,00-0034855,Baker Mayfield,TB,ARI,2025_13_ARI_TB,2025,13,Questionable,Full Participation in Practice,20,25,2.8713947904057253,1.3776922841672794,-12.062001247402462,14.81738581573702,-15.50246859510745,18.257853163442007,0.3115,0.1335,0.3115,0.12312703885913809,raw,platt,2025-11-30T18:00:00Z,2026-07-18 19:51:18,2025-11-26 13:00:00,hindcast
